1986-01-31,1734.8269996643066
1986-02-28,1904.8716659545898
1986-03-31,2074.916332244873
1986-04-30,2244.9609985351562
1986-05-31,2341.2423299153647
1986-06-30,2437.5236612955728
1986-07-31,2533.8049926757812
1986-08-31,2407.524327596029
1986-09-30,2281.243662516276
1986-10-31,2154.9629974365234
1986-11-30,1952.5816637674968
1986-12-31,1750.20033009847
1987-01-31,1547.8189964294434
1987-02-28,1733.3499959309895
1987-03-31,1918.8809954325359
1987-04-30,2104.411994934082
1987-05-31,2074.395662943522
1987-06-30,2044.3793309529622
1987-07-31,2014.3629989624023
1987-08-31,2006.8243319193523
1987-09-30,1999.285664876302
1987-10-31,1991.746997833252
1987-11-30,1950.8479983011882
1987-12-31,1909.9489987691243
1988-01-31,1869.0499992370605
1988-02-29,2017.2439982096355
1988-03-31,2165.4379971822104
1988-04-30,2313.631996154785
1988-05-31,2251.8613306681314
1988-06-30,2190.090665181478
1988-07-31,2128.319999694824
1988-08-31,2094.4896659851074
1988-09-30,2060.6593322753906
1988-10-31,2026.8289985656738
1988-11-30,1988.0873311360676
1988-12-31,1949.3456637064617
1989-01-31,1910.6039962768555
1989-02-28,2050.7909952799478
1989-03-31,2190.9779942830405
1989-04-30,2331.164993286133
1989-05-31,2289.6266606648765
1989-06-30,2248.0883280436196
1989-07-31,2206.5499954223633
1989-08-31,2195.689328511556
1989-09-30,2184.8286616007485
1989-10-31,2173.9679946899414
1989-11-30,2165.4046630859375
1989-12-31,2156.8413314819336
1990-01-31,2148.2779998779297
1990-02-28,2345.287999471029
1990-03-31,2542.2979990641275
1990-04-30,2739.3079986572266
1990-05-31,2757.123331705729
1990-06-30,2774.938664754232
1990-07-31,2792.7539978027344
1990-08-31,2713.839330037435
1990-09-30,2634.9246622721353
1990-10-31,2556.009994506836
1990-11-30,2530.9979960123696
1990-12-31,2505.985997517904
1991-01-31,2480.9739990234375
1991-02-28,2667.156997680664
1991-03-31,2853.3399963378906
1991-04-30,3039.522994995117
1991-05-31,3083.720662434896
1991-06-30,3127.9183298746743
1991-07-31,3172.115997314453
1991-08-31,3074.41099802653
1991-09-30,2976.705998738607
1991-10-31,2879.0009994506836
1991-11-30,2843.333999633789
1991-12-31,2807.6669998168945
1992-01-31,2772.0
1992-02-29,3031.3333333333335
1992-03-31,3290.6666666666665
1992-04-30,3550.0
1992-05-31,3536.0
1992-06-30,3522.0
1992-07-31,3508.0
1992-08-31,3419.9533309936523
1992-09-30,3331.9066619873047
1992-10-31,3243.859992980957
1992-11-30,3181.239995320638
1992-12-31,3118.619997660319
1993-01-31,3056.0
1993-02-28,3337.0
1993-03-31,3618.0
1993-04-30,3899.0
1993-05-31,3809.0
1993-06-30,3719.0
1993-07-31,3629.0
1993-08-31,3543.6666666666665
1993-09-30,3458.3333333333335
1993-10-31,3373.0
1993-11-30,3366.0
1993-12-31,3359.0
1994-01-31,3352.0
1994-02-28,3682.0
1994-03-31,4012.0
1994-04-30,4342.0
